message_id,logid,symbol,meaning,type,category,severity,wazuh_rule_id,source_url
2,0000000002,LOG_ID_TRAFFIC_ALLOW,Allowed traffic,Traffic,forward,Notice,118109,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/2/2-log-id-traffic-allow
3,0000000003,LOG_ID_TRAFFIC_DENY,Traffic violation,Traffic,forward,Warning,118110,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/3/3-log-id-traffic-deny
4,0000000004,LOG_ID_TRAFFIC_OTHER_START,Traffic other session start,Traffic,forward,Notice,118111,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/4/4-log-id-traffic-other-start
5,0000000005,LOG_ID_TRAFFIC_OTHER_ICMP_ALLOW,Traffic allowed ICMP,Traffic,forward,Notice,118112,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/5/5-log-id-traffic-other-icmp-allow
6,0000000006,LOG_ID_TRAFFIC_OTHER_ICMP_DENY,Traffic denied ICMP,Traffic,forward,Warning,118113,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/6/6-log-id-traffic-other-icmp-deny
7,0000000007,LOG_ID_TRAFFIC_OTHER_INVALID,Traffic other invalid,Traffic,forward,Warning,118114,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/7/7-log-id-traffic-other-invalid
8,0000000008,LOG_ID_TRAFFIC_WANOPT,WAN optimization traffic,Traffic,forward,Notice,118115,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8/8-log-id-traffic-wanopt
9,0000000009,LOG_ID_TRAFFIC_WEBCACHE,Web cache traffic,Traffic,forward,Notice,118116,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9/9-log-id-traffic-webcache
10,0000000010,LOG_ID_TRAFFIC_EXPLICIT_PROXY,Explicit proxy traffic,Traffic,forward,Notice,118117,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/10/10-log-id-traffic-explicit-proxy
11,0000000011,LOG_ID_TRAFFIC_FAIL_CONN,Failed connection attempts,Traffic,forward,Warning,118118,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/11/11-log-id-traffic-fail-conn
12,0002000012,LOG_ID_TRAFFIC_MULTICAST,Multicast traffic,Traffic,multicast,Notice,118119,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12/12-log-id-traffic-multicast
13,0000000013,LOG_ID_TRAFFIC_END_FORWARD,Forward traffic,Traffic,forward,Notice,118120,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13/13-log-id-traffic-end-forward
14,0001000014,LOG_ID_TRAFFIC_END_LOCAL,Local traffic,Traffic,local,Notice,118121,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/14/14-log-id-traffic-end-local
15,0000000015,LOG_ID_TRAFFIC_START_FORWARD,Forward traffic session start,Traffic,forward,Notice,118122,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/15/15-log-id-traffic-start-forward
16,0001000016,LOG_ID_TRAFFIC_START_LOCAL,Local traffic session start,Traffic,local,Notice,118123,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/16/16-log-id-traffic-start-local
17,0004000017,LOG_ID_TRAFFIC_SNIFFER,Sniffer traffic,Traffic,sniffer,Notice,118124,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/17/17-log-id-traffic-sniffer
19,0002000019,LOG_ID_TRAFFIC_BROADCAST,Broadcast traffic,Traffic,multicast,Notice,118125,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/19/19-log-id-traffic-broadcast
20,0000000020,LOG_ID_TRAFFIC_STAT,Forward traffic statistics,Traffic,forward,Notice,118126,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/20/20-log-id-traffic-stat
21,0004000021,LOG_ID_TRAFFIC_SNIFFER_STAT,Sniffer traffic statistics,Traffic,sniffer,Notice,118127,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/21/21-log-id-traffic-sniffer-stat
22,0000000022,LOG_ID_TRAFFIC_UTM_CORRELATION,Forward traffic for UTM correlation,Traffic,forward,Notice,118128,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/22/22-log-id-traffic-utm-correlation
24,0005000024,LOG_ID_TRAFFIC_ZTNA,ZTNA traffic,Traffic,ztna,Notice,118129,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/24/24-log-id-traffic-ztna
25,0000000025,LOG_ID_TRAFFIC_SFLOW,Sflow sample,Traffic,forward,Notice,118130,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/25/25-log-id-traffic-sflow
26,0006000026,LOG_ID_TRAFFIC_HTTP_TRANSACTION,HTTP transaction,Traffic,http-transaction,Notice,118131,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/26/26-log-id-traffic-http-transaction
8192,0211008192,MESGID_INFECT_WARNING,Infected file detected by the FortiGate unit and blocked,Virus,infected,Warning,118132,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8192/8192-mesgid-infect-warning
8193,0211008193,MESGID_INFECT_NOTIF,Infected file detected by the FortiGate unit and it passed,Virus,infected,Notice,118133,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8193/8193-mesgid-infect-notif
8194,0211008194,MESGID_INFECT_MIME_WARNING,MIME header detected to have a virus and blocked,Virus,infected,Warning,118134,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8194/8194-mesgid-infect-mime-warning
8195,0211008195,MESGID_INFECT_MIME_NOTIF,MIME header infected and passed,Virus,infected,Notice,118135,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8195/8195-mesgid-infect-mime-notif
8200,0203008200,MESGID_MIME_FILETYPE_EXE_WARNING,File is an executable (warning),Virus,filetype-executable,Warning,118136,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8200/8200-mesgid-mime-filetype-exe-warning
8201,0203008201,MESGID_MIME_FILETYPE_EXE_NOTIF,File is an executable (notice),Virus,filetype-executable,Notice,118137,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8201/8201-mesgid-mime-filetype-exe-notif
8202,0204008202,MESGID_AVQUERY_WARNING,File reported infected by Outbreak Prevention (warning),Virus,outbreak-prevention,Warning,118138,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8202/8202-mesgid-avquery-warning
8203,0204008203,MESGID_AVQUERY_NOTIF,File reported infected by Outbreak Prevention (notice),Virus,outbreak-prevention,Notice,118139,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8203/8203-mesgid-avquery-notif
8204,0204008204,MESGID_MIME_AVQUERY_WARNING,MIME data reported infected by Outbreak Prevention (warning),Virus,outbreak-prevention,Warning,118140,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8204/8204-mesgid-mime-avquery-warning
8205,0204008205,MESGID_MIME_AVQUERY_NOTIF,MIME data reported infected by Outbreak Prevention (notice),Virus,outbreak-prevention,Notice,118141,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8205/8205-mesgid-mime-avquery-notif
8206,0202008206,MESGID_AV_EXEMPT_NOTIF,File reported matched AV exempt list (notice),Virus,exempt-hash,Notice,118142,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8206/8206-mesgid-av-exempt-notif
8207,0202008207,MESGID_MIME_AV_EXEMPT_NOTIF,MIME data reported matched AV exempt list (notice),Virus,exempt-hash,Notice,118143,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8207/8207-mesgid-mime-av-exempt-notif
8212,0207008212,MESGID_MALWARE_LIST_WARNING,File reported infected by external malware list (warning),Virus,malware-list,Warning,118144,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8212/8212-mesgid-malware-list-warning
8213,0207008213,MESGID_MALWARE_LIST_NOTIF,File reported infected by external malware list (notice),Virus,malware-list,Notice,118145,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8213/8213-mesgid-malware-list-notif
8214,0207008214,MESGID_MIME_MALWARE_LIST_WARNING,MIME data reported infected by external malware list (warning),Virus,malware-list,Warning,118146,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8214/8214-mesgid-mime-malware-list-warning
8215,0207008215,MESGID_MIME_MALWARE_LIST_NOTIF,MIME data reported infected by external malware list (notice),Virus,malware-list,Notice,118147,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8215/8215-mesgid-mime-malware-list-notif
8216,0208008216,MESGID_FILE_HASH_EMS_WARNING,File reported infected by EMS threat feed (warning),Virus,ems-threat-feed,Warning,118148,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8216/8216-mesgid-file-hash-ems-warning
8217,0208008217,MESGID_FILE_HASH_EMS_NOTIF,File reported infected by EMS threat feed (notice),Virus,ems-threat-feed,Notice,118149,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8217/8217-mesgid-file-hash-ems-notif
8218,0208008218,MESGID_MIME_FILE_HASH_EMS_WARNING,MIME data reported infected by EMS threat feed (warning),Virus,ems-threat-feed,Warning,118150,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8218/8218-mesgid-mime-file-hash-ems-warning
8219,0208008219,MESGID_MIME_FILE_HASH_EMS_NOTIF,MIME data reported infected by EMS threat feed (notice),Virus,ems-threat-feed,Notice,118151,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8219/8219-mesgid-mime-file-hash-ems-notif
8220,0209008220,MESGID_ICB_WARNING,File reported infected by Inline Block (warning),Virus,inline-block,Warning,118152,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8220/8220-mesgid-icb-warning
8221,0209008221,MESGID_ICB_NOTIF,File reported infected by Inline Block (notice),Virus,inline-block,Notice,118153,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8221/8221-mesgid-icb-notif
8222,0209008222,MESGID_MIME_ICB_WARNING,MIME data reported infected by Inline Block (warning),Virus,inline-block,Warning,118154,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8222/8222-mesgid-mime-icb-warning
8223,0209008223,MESGID_MIME_ICB_NOTIF,MIME data reported infected by Inline Block (notice),Virus,inline-block,Notice,118155,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8223/8223-mesgid-mime-icb-notif
8224,0209008224,MESGID_ICB_TIMEOUT_WARNING,Inline Block scan timeout (warning),Virus,inline-block,Warning,118156,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8224/8224-mesgid-icb-timeout-warning
8225,0209008225,MESGID_ICB_TIMEOUT_NOTIF,Inline Block scan timeout (notice),Virus,inline-block,Notice,118157,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8225/8225-mesgid-icb-timeout-notif
8226,0209008226,MESGID_MIME_ICB_TIMEOUT_WARNING,MIME data reported Inline Block scan timeout (warning),Virus,inline-block,Warning,118158,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8226/8226-mesgid-mime-icb-timeout-warning
8227,0209008227,MESGID_MIME_ICB_TIMEOUT_NOTIF,MIME data reported Inline Block scan timeout (notice),Virus,inline-block,Notice,118159,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8227/8227-mesgid-mime-icb-timeout-notif
8228,0209008228,MESGID_ICB_ERROR_WARNING,Inline Block scan error (warning),Virus,inline-block,Warning,118160,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8228/8228-mesgid-icb-error-warning
8229,0209008229,MESGID_ICB_ERROR_NOTIF,Inline Block scan error (notice),Virus,inline-block,Notice,118161,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8229/8229-mesgid-icb-error-notif
8230,0209008230,MESGID_MIME_ICB_ERROR_WARNING,MIME data reported Inline Block scan error (warning),Virus,inline-block,Warning,118162,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8230/8230-mesgid-mime-icb-error-warning
8231,0209008231,MESGID_MIME_ICB_ERROR_NOTIF,MIME data reported Inline Block scan error (notice),Virus,inline-block,Notice,118163,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8231/8231-mesgid-mime-icb-error-notif
8244,0210008244,MESGID_MALWARE_STREAM_WARNING,File reported infected by 0-day malware stream (warning),Virus,0-day-malware-stream,Warning,118164,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8244/8244-mesgid-malware-stream-warning
8245,0210008245,MESGID_MALWARE_STREAM_NOTIF,File reported infected by 0-day malware stream (notice),Virus,0-day-malware-stream,Notice,118165,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8245/8245-mesgid-malware-stream-notif
8246,0210008246,MESGID_MIME_MALWARE_STREAM_WARNING,MIME data reported infected by 0-day malware stream (warning),Virus,0-day-malware-stream,Warning,118166,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8246/8246-mesgid-mime-malware-stream-warning
8247,0210008247,MESGID_MIME_MALWARE_STREAM_NOTIF,MIME data reported infected by 0-day malware stream (notice),Virus,0-day-malware-stream,Notice,118167,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8247/8247-mesgid-mime-malware-stream-notif
8448,0212008448,MESGID_BLOCK_WARNING,FortiGate unit blocked a file because it contains a virus,Virus,filename,Warning,118168,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8448/8448-mesgid-block-warning
8450,0261008450,MESGID_BLOCK_MIME_WARNING,FortiGate unit blocked a file because it contains a virus (MIME),Virus,mimefragmented,Warning,118169,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8450/8450-mesgid-block-mime-warning
8451,0261008451,MESGID_BLOCK_MIME_NOTIF,FortiGate unit blocked a file because it contains a virus (MIME),Virus,mimefragmented,Notice,118170,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8451/8451-mesgid-block-mime-notif
8452,0206008452,MESGID_BLOCK_COMMAND,FortiGate unit blocked a virus command,Virus,command-blocked,Warning,118171,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8452/8452-mesgid-block-command
8704,0213008704,MESGID_OVERSIZE_WARNING,Defined file size limit was exceeded,Virus,oversize,Warning,118172,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8704/8704-mesgid-oversize-warning
8705,0213008705,MESGID_OVERSIZE_NOTIF,File size limit was exceeded,Virus,oversize,Notice,118173,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8705/8705-mesgid-oversize-notif
8708,0213008708,MESGID_OVERSIZE_STREAM_UNCOMP_WARNING,Stream-based uncompression reached size limit.,Virus,oversize,Warning,118174,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8708/8708-mesgid-oversize-stream-uncomp-warning
8709,0213008709,MESGID_OVERSIZE_STREAM_UNCOMP_NOTIF,Stream-based uncompression reached size limit.,Virus,oversize,Notice,118175,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8709/8709-mesgid-oversize-stream-uncomp-notif
8720,0263008720,MESGID_SWITCH_PROTO_WARNING,Switching protocols request (warning),Virus,switchproto,Warning,118176,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8720/8720-mesgid-switch-proto-warning
8721,0263008721,MESGID_SWITCH_PROTO_NOTIF,Switching protocols request (notice),Virus,switchproto,Notice,118177,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8721/8721-mesgid-switch-proto-notif
8960,0262008960,MESGID_SCAN_UNCOMPSIZELIMIT_WARNING,File reached the uncompressed nested limit,Virus,scanerror,Warning,118178,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8960/8960-mesgid-scan-uncompsizelimit-warning
8961,0262008961,MESGID_SCAN_UNCOMPSIZELIMIT_NOTIF,File reached the uncompressed size limit,Virus,scanerror,Notice,118179,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8961/8961-mesgid-scan-uncompsizelimit-notif
8962,0262008962,MESGID_SCAN_ARCHIVE_ENCRYPTED_WARNING,Archived file is corrupted,Virus,scanerror,Warning,118180,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8962/8962-mesgid-scan-archive-encrypted-warning
8963,0262008963,MESGID_SCAN_ARCHIVE_ENCRYPTED_NOTIF,Archived file is encrypted,Virus,scanerror,Notice,118181,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8963/8963-mesgid-scan-archive-encrypted-notif
8964,0262008964,MESGID_SCAN_ARCHIVE_CORRUPTED_WARNING,Corrupted archive (warning),Virus,scanerror,Warning,118182,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8964/8964-mesgid-scan-archive-corrupted-warning
8965,0262008965,MESGID_SCAN_ARCHIVE_CORRUPTED_NOTIF,Corrupted archive (notice),Virus,scanerror,Notice,118183,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8965/8965-mesgid-scan-archive-corrupted-notif
8966,0262008966,MESGID_SCAN_ARCHIVE_MULTIPART_WARNING,File is a multipart archive or contains multiple files within the archive,Virus,scanerror,Warning,118184,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8966/8966-mesgid-scan-archive-multipart-warning
8967,0262008967,MESGID_SCAN_ARCHIVE_MULTIPART_NOTIF,File is a multipart archive or contains multiple files within the archive,Virus,scanerror,Notice,118185,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8967/8967-mesgid-scan-archive-multipart-notif
8968,0262008968,MESGID_SCAN_ARCHIVE_NESTED_WARNING,File is a nested archived file,Virus,scanerror,Warning,118186,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8968/8968-mesgid-scan-archive-nested-warning
8969,0262008969,MESGID_SCAN_ARCHIVE_NESTED_NOTIF,File is an archived type unhandled,Virus,scanerror,Notice,118187,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8969/8969-mesgid-scan-archive-nested-notif
8970,0262008970,MESGID_SCAN_ARCHIVE_OVERSIZE_WARNING,Archived file is oversized,Virus,scanerror,Warning,118188,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8970/8970-mesgid-scan-archive-oversize-warning
8971,0262008971,MESGID_SCAN_ARCHIVE_OVERSIZE_NOTIF,Archived file is oversized,Virus,scanerror,Notice,118189,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8971/8971-mesgid-scan-archive-oversize-notif
8972,0262008972,MESGID_SCAN_ARCHIVE_UNHANDLED_WARNING,Unhandled archive (warning),Virus,scanerror,Warning,118190,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8972/8972-mesgid-scan-archive-unhandled-warning
8973,0262008973,MESGID_SCAN_ARCHIVE_UNHANDLED_NOTIF,Unhandled archive (notice),Virus,scanerror,Notice,118191,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8973/8973-mesgid-scan-archive-unhandled-notif
8974,0262008974,MESGID_SCAN_AV_ENGINE_LOAD_FAILED_ERROR,AV Engine load failed,Virus,scanerror,Error,118192,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8974/8974-mesgid-scan-av-engine-load-failed-error
8975,0262008975,MESGID_SCAN_ARCHIVE_PARTIALLYCORRUPTED_WARNING,Partially corrupted archive (warning),Virus,scanerror,Warning,118193,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8975/8975-mesgid-scan-archive-partiallycorrupted-warning
8976,0262008976,MESGID_SCAN_ARCHIVE_PARTIALLYCORRUPTED_NOTIF,Partially corrupted archive (notice),Virus,scanerror,Notice,118194,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8976/8976-mesgid-scan-archive-partiallycorrupted-notif
8979,0262008979,MESGID_SCAN_ARCHIVE_TIMEOUT_WARNING,Archive scan timeout (warning),Virus,scanerror,Warning,118195,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8979/8979-mesgid-scan-archive-timeout-warning
8980,0262008980,MESGID_SCAN_ARCHIVE_TIMEOUT_NOTIF,Archive scan timeout (notice),Virus,scanerror,Notice,118196,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8980/8980-mesgid-scan-archive-timeout-notif
8981,0262008981,MESGID_SCAN_AV_CDR_INTERNAL_ERROR,AV CDR engine internal error,Virus,scanerror,Error,118197,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8981/8981-mesgid-scan-av-cdr-internal-error
8982,0262008982,MESGID_SCAN_AV_MAX_MEMORY_REACHED_ERROR,Exceeded max AV memory,Virus,scanerror,Error,118198,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8982/8982-mesgid-scan-av-max-memory-reached-error
8983,0214008983,MESGID_MIME_AVQUERY_ERROR_WARNING,Mime data Outbreak Prevention service error (warning),Virus,outbreak-prevention-error,Warning,118199,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8983/8983-mesgid-mime-avquery-error-warning
8984,0214008984,MESGID_MIME_AVQUERY_TIMEOUT_WARNING,Mime data Outbreak Prevention service timeout (warning),Virus,outbreak-prevention-error,Warning,118200,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8984/8984-mesgid-mime-avquery-timeout-warning
8985,0214008985,MESGID_AVQUERY_ERROR_WARNING,Outbreak Prevention service error (warning),Virus,outbreak-prevention-error,Warning,118201,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8985/8985-mesgid-avquery-error-warning
8986,0214008986,MESGID_AVQUERY_TIMEOUT_WARNING,Outbreak Prevention service timeout (warning),Virus,outbreak-prevention-error,Warning,118202,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8986/8986-mesgid-avquery-timeout-warning
8987,0214008987,MESGID_MIME_AVQUERY_ERROR_NOTIF,Mime data Outbreak Prevention service error (notice),Virus,outbreak-prevention-error,Notice,118203,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8987/8987-mesgid-mime-avquery-error-notif
8988,0214008988,MESGID_MIME_AVQUERY_TIMEOUT_NOTIF,Mime data Outbreak Prevention service timeout (notice),Virus,outbreak-prevention-error,Notice,118204,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8988/8988-mesgid-mime-avquery-timeout-notif
8989,0214008989,MESGID_AVQUERY_ERROR_NOTIF,Outbreak Prevention service error (notice),Virus,outbreak-prevention-error,Notice,118205,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8989/8989-mesgid-avquery-error-notif
8990,0214008990,MESGID_AVQUERY_TIMEOUT_NOTIF,Outbreak Prevention service timeout (notice),Virus,outbreak-prevention-error,Notice,118206,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/8990/8990-mesgid-avquery-timeout-notif
9233,0201009233,MESGID_ANALYTICS_SUBMITTED,File submitted to Sandbox,Virus,analytics,Information,118207,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9233/9233-mesgid-analytics-submitted
9234,0211009234,MESGID_ANALYTICS_INFECT_WARNING,File reported infected by FortiSandbox (warning),Virus,infected,Warning,118208,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9234/9234-mesgid-analytics-infect-warning
9235,0211009235,MESGID_ANALYTICS_INFECT_NOTIF,File reported infected by FortiSandbox (notice),Virus,infected,Notice,118209,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9235/9235-mesgid-analytics-infect-notif
9236,0211009236,MESGID_ANALYTICS_INFECT_MIME_WARNING,File reported infected by FortiSandbox (warning),Virus,infected,Warning,118210,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9236/9236-mesgid-analytics-infect-mime-warning
9237,0211009237,MESGID_ANALYTICS_INFECT_MIME_NOTIF,File reported infected by FortiSandbox (notice),Virus,infected,Notice,118211,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9237/9237-mesgid-analytics-infect-mime-notif
9238,0201009238,MESGID_ANALYTICS_FSA_RESULT,File verdict returned from FortiSandbox,Virus,analytics,Notice,118212,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9238/9238-mesgid-analytics-fsa-result
9239,0205009239,MESGID_CONTENT_DISARM_NOTIF,Active content detected by Content Disarm engine,Virus,content-disarm,Notice,118213,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9239/9239-mesgid-content-disarm-notif
9240,0205009240,MESGID_CONTENT_DISARM_WARNING,File was disarmed by Content Disarm engine,Virus,content-disarm,Warning,118214,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9240/9240-mesgid-content-disarm-warning
9241,0249009241,LOG_ID_UNKNOWN_CE_BLOCK,Unknown content-encoding detected and blocked,Virus,unknown-ce,Warning,118215,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9241/9241-log-id-unknown-ce-block
9242,0249009242,LOG_ID_UNKNOWN_CE_BYPASS,Scan is bypassed due to unknown content-encoding,Virus,unknown-ce,Notice,118216,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/9242/9242-log-id-unknown-ce-bypass
10000,2500010000,LOG_ID_CASB_ACCESS_BLOCKED,Web content banned activity found,casb,casb,Warning,118217,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/10000/10000-log-id-casb-access-blocked
10001,2500010001,LOG_ID_CASB_ACCESS_BYPASS,Web content activity found,casb,casb,Information,118218,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/10001/10001-log-id-casb-access-bypass
10002,2500010002,LOG_ID_CASB_ACCESS_MONITOR,Web content activity found,casb,casb,Information,118219,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/10002/10002-log-id-casb-access-monitor
11000,2700011000,LOG_ID_LLM_ACCESS_BLOCKED,LLM Proxy,LLM,llm,Warning,118220,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/11000/11000-log-id-llm-access-blocked
11001,2700011001,LOG_ID_LLM_ACCESS_BYPASS,LLM Proxy,LLM,llm,Information,118221,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/11001/11001-log-id-llm-access-bypass
11002,2700011002,LOG_ID_LLM_ACCESS_MONITOR,LLM Proxy,LLM,llm,Information,118222,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/11002/11002-log-id-llm-access-monitor
12288,0314012288,LOG_ID_WEB_CONTENT_BANWORD,Web content banned word found,Webfilter,content,Warning,118223,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12288/12288-log-id-web-content-banword
12290,0314012290,LOG_ID_WEB_CONTENT_EXEMPTWORD,Web content exempt word found,Webfilter,content,Notice,118224,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12290/12290-log-id-web-content-exemptword
12292,0314012292,LOG_ID_WEB_CONTENT_KEYWORD,Message contained a key word in the profile list,Webfilter,content,Notice,118225,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12292/12292-log-id-web-content-keyword
